web-scraper-order|web-scraper-start-url|subcomponent|subcomponent-href|subcomponentlink|subcomponentlink-href|itemlink|itemlink-href|product_name|price|description|highlights
"1521171507-362"|"https://www.abcycling.com/mountain_bike_components.html"|"Handlebars"|"https://www.abcycling.com/Mountain_Bike_Handlebars_-_XC_Freeride_Downhill/catpage-MTNBARS.html"|""|""|"Enve SWP Carbon Flat Bar 760mm"|"https://www.abcycling.com/Enve_SWP_Carbon_Flat_Bar_760mm/descpage-EVCSFB76.html"|"Enve SWP Carbon Flat Bar 760mm"|"159.99"|"With wheels getting bigger| something's gotta give in order to keep your cockpit comfortable and well-proportioned. That's where the ENVE Sweep Carbon Flat Bar comes in handy. Rise (or lack thereof) is all a matter of personal preference. However| the preference of many XC racers and people on 29ers is to ride flat bars. Why? For the XC racers| it gives the rider a more attack oriented and aggressive position from which to generate power and attack the competition. A common issue with 29er bikes is the ride height of the bike| especially with riser handlebars...flat bars can help alleviate that problem. Now| let's skip to the facts. At 760mm wide| these bars will offer plenty of stability at speed when pointing your trusty steed back down the hill| making this bar one well-versed accessory and not something reserved for pedalers alone. 9 degrees of back sweep offers plenty of cockpit comfort and an ergonomic feel to both your hands and wrists. Combining ENVE's carbon construction with a 31.8mm clamp diameter| these bars won't be uncomfortably stiff for those longer days in the saddle. Don't let anything but your own legs hold you back...the Enve Sweep Carbon Flat Bar awaits...so does the podium."|"Actual Weight: 185 grams Clamp Diameter: 31.8 mm Width: 800 mm Rise: 0 mm Upsweep: 5 degrees Backsweep: 9 degrees Material: UD Carbon Warranty: 5 years"
"1521171291-280"|"https://www.abcycling.com/mountain_bike_components.html"|"Spokes & Nipples"|"https://www.abcycling.com/Mountain_Bike_Wheel_Spokes__Nipples/catpage-MMCSNI.html"|""|""|"DT Swiss Alloy Spoke Nipple"|"https://www.abcycling.com/DT_Swiss_Alloy_Spoke_Nipple/descpage-2129.html"|"DT Swiss Alloy Spoke Nipple"|"0.75"|"Complete your custom build with high-quality DT Swiss Alloy Nipples. These lightweight nipples keep rotating weight low| which is critical for a fast acceleration wheelset. Match your hubs| seatpost collar| grips| housing and spoke nipples for the ultimate personal touch! On a twenty-eight spoke wheel| alloy nipples will add only 10.5 grams. Comparatively| brass nipples weigh one gram each. We recommend using a four-sided nipple wrench such as the Park SW-40| which will help prevent rounding off the nipples."|"Four nipples weigh 1.5 grams Available in 14 or 15 gauge 12mm length"
"1521171639-414"|"https://www.abcycling.com/mountain_bike_components.html"|"Grips"|"https://www.abcycling.com/Mountain_Bike_Handlebar_Grips/catpage-MTBCOMPGRIP.html"|""|""|"Renthal Lock-On Grips Kevlar"|"https://www.abcycling.com/Renthal_Lock-On_Grips_Kevlar/descpage-RTLOGKV.html"|"Renthal Lock-On Grips Kevlar"|"24.99"|"Renthal Kevlar Lock-On Grips use Renthal's advanced technology Kevlar compound. Even though it's the softest compound Renthal offers| the Kevlar compound is tops in durability. That's because Kevlar particles are mixed into the rubber| which slows down wear and tear| and keeps the tacky| brand-new feel throughout the grips' lifetime. There's no beating the ease of installation and 100% slip-proof performance lock-on grips offer. The only downside to lock-on grips is the added weight of the collars and core| which is negligible| and most riders are only too happy to trade a few grams for the upside of rock solid grips. Nevertheless| Renthal removes weight from their lock-on's by removing excess material from both the aluminum collars and the plastic core.  Renthal's Kevlar grips are their most advanced grips| providing the best in grip| comfort| durability| and control."|"Actual weight 114/pair with collars and end caps 30 mm grip diameter Kevlar compound  High tackiness| comfort| durability| and control  Non-removeable collars for 100% slip-proof performance Unmatched ease of installation and removal No color additives to dilute compound Made in Great Britain"
"1521171453-340"|"https://www.abcycling.com/mountain_bike_components.html"|"Headset Parts & Spacers"|"https://www.abcycling.com/Mountain_Bike_Headset_Parts__Spacers/catpage-HSPARTS.html"|""|""|"Cane Creek Crown Race 1-1/8"" 40 Series"|"https://www.abcycling.com/Cane_Creek_Crown_Race_1-1_8_40_Series/descpage-CCCR118N.html"|"Cane Creek Crown Race 1-1/8"" 40 Series"|"9.99"|"Replacement crown race for all 1-1/8"" Cane Creek headsets. This race is made of steel and has a lip seal to help keep contaminants out."|"null"
"1521170747-38"|"https://www.abcycling.com/mountain_bike_components.html"|"Clearance Components"|"https://www.abcycling.com/Clearance_Mountain_Bike_Components/catpage-SALETILEMT6.html"|""|""|"Xpedo Baldwin Clipless Pedal Black"|"https://www.abcycling.com/Xpedo_Baldwin_Clipless_Pedal_Black/descpage-XBLDWNCPBLK.html"|"Xpedo Baldwin Clipless Pedal Black"|"79.88"|"Big and secure| yet light and fast| the Xpedo Baldwin Clipless Pedals are more than an alternative to the big name brands—they are a top choice in themselves.  Weighing 55 grams less than the Shimano M8020 XT pedals| the Baldwins have every bit of the strength and more surface area of the accomplished Japanese foot supporters. Word on the street is that the Baldwin's three cartridge bearings maintain their easy-spinning ways much longer than the XT bearings—that's no easy feat. Even though they look similar| the Xpedo XPT cleats are a bit wider than Shimano SPD cleats| which grants a touch more stability. Plus| you can still run Shimano cleats in the Baldwins| negating the need for cleat swaps or extra shoes if you have another bike with Shimano pedals. Also boosting stability are the myriad corners and edges ready to dig into your shoes for added security when clipped in| and a confident platform when unclipped. Discover what more and more riders are finding out; The Xpedo Baldwins are one of the best values in pedals."|"Actual weight: 175 grams/pedal Stack height: 16 mm Body material: 6061 machined aluminum Spindle material: CroMo Bearings: 3 sealed cartridge Adjustable tension: Yes Float: 6-degree cleats included Warranty: 1 year"
"1521171821-490"|"https://www.abcycling.com/mountain_bike_components.html"|"Front Derailleurs"|"https://www.abcycling.com/Mountain_Bike_Front_Derailleurs/catpage-MTBFDER.html"|""|""|"Shimano Deore M590 Front Derailleur Top Swing Dual Pull"|"https://www.abcycling.com/Shimano_Deore_M590_Front_Derailleur_Top_Swing_Dual_Pull/descpage-08932.html"|"Shimano Deore M590 Front Derailleur Top Swing Dual Pull"|"34.99"|"Powerful and responsive front shifting comes from a well thought out and strong front derailleur. The Shimano Deore M590 Top Swing Dual Pull Front Derailleur's tough steel cage supported by an extra-wide pivot link moves your chain with authority. Shift cable can be routed to come from either above or below the derailleur. Spacers are included so this derailleur will mount on 28.6| 31.8| or 34.9 millimeter seat tubes. Compatible with 3 x 9 drivetrains only| the M590-3 won't be available for ever| so get one now."|"Actual weight: 160 grams Steel cage Wide pivot link Top swing Dual pull 3 x 9 speed drivetrain compatible 34.9 clamp diameter  Includes spacers for 28.6 and 31.8 mm compatibility  Includes mounting bolt Two-year warranty Made in Japan Shimano part # IFDM590X6"
"1521171237-256"|"https://www.abcycling.com/mountain_bike_components.html"|"Saddles"|"https://www.abcycling.com/Mountain_Bike_Saddles/catpage-MTBCOMPSAD.html"|""|""|"Ergon SME3-S Saddle"|"https://www.abcycling.com/Ergon_SME3-S_Saddle_/descpage-ERSSE3.html"|"Ergon SME3-S Saddle"|"79.95"|"Ergon's SME3 Saddle was designed for the varied demands of Enduro racing. A flat profile| rounded edges| and a pulled-in| sloping rear| all facilitate end-to end movement and getting on and off the back of the saddle quickly.  Steel rails on the SME3 are strong and durable| but a touch heavier than the TiNox and ultra-light titanium rails of the Comp and Pro SME3 models. A flex-tuned nylon composite shell provides support and enough flexibility to move with you and take the edge off of trail chatter."|"Actual weights  Small: 255 grams Medium: 249 grams  Measurements  Small: 275 X 135 mm (9-11 cm sit bone width) Medium: 275 X 145 mm (11-13 cm sit bone width)   CroMo rails Air Cell EVA foam padding Nylon composite shell Microfiber cover Features (ex: 10mm extra fore-aft adjustment) Compatibility notes (ex: fits only Shimano 10 and 11 speed drivetrains| etc…) Warranty Made in xx Part #"
"1521171351-304"|"https://www.abcycling.com/mountain_bike_components.html"|"Hubs & Conversions"|"https://www.abcycling.com/Mountain_Bike_Hubs__Conversions/catpage-MCH.html"|""|""|"Industry Nine Torch Rear Axle Kit 10x135 End Caps"|"https://www.abcycling.com/Industry_Nine_Torch_Rear_Axle_Kit_10x135_End_Caps/descpage-I9R13510.html"|"Industry Nine Torch Rear Axle Kit 10x135 End Caps"|"29.99"|"The Industry Nine Torch Rear Axle Kit 10x135 allows you to stiffen up your 10x135 QR frame with a rear through axle. To complete the conversion| if you don't already have one| you will need a DT Swiss RWS axle to bring it all together. The axle conversion end caps feature Teflon contact seals to protect the outboard bearings. These work in conjunction with the custom silicone lip seal on your Torch hub to protect the drive mechanism.  Torch hub compatible only."|"Actual weight 16 grams  Aluminum construction  Allows you to run a 10mm x 135mm rear through Axle with your Torch hubs  Not compatible with non-torch hubs  Kit includes 2 axle conversion end caps  Does not include axle Made in the USA Industry Nine part # TORCH13510"
"1521171928-534"|"https://www.abcycling.com/mountain_bike_components.html"|"Cassettes"|"https://www.abcycling.com/Mountain_Bike_Cassettes__Cogs/catpage-MTBCOMPCASS.html"|""|""|"SRAM XG-1299 Eagle 10-50 12 Speed Cassette Gold"|"https://www.abcycling.com/SRAM_XG-1299_Eagle_10-50_12_Speed_Cassette_Gold/descpage-SRMEC12.html"|"SRAM XG-1299 Eagle 10-50 12 Speed Cassette Gold"|"428.00"|"This one goes to... Never mind... At this point everyone knows SRAM has surpassed the 11-step threshold and sent their drivetrain capabilities off the charts. With a SRAM XG-1295 Eagle 10-50 12 Speed Cassette on your rear wheel| there is no reason to run anything but a single chainring and say goodbye to the front derailleur for good. SRAM's X-Dome technology creates the impossible: a light| strong| long-lasting cassette. Nine cogs| the 14 through 42 tooth| are machined out of a single piece of steel billet. Stacked on top of the X-Dome are the 10 and 12 tooth steel cogs. Finally| the 50 tooth cog is machined alloy| since the load it bears is so light| and is riveted onto the nine-cog structure. While a traditional cassette slides over the freehub and is secured with a lockring that threads into the hub's outboard end| the XX1 Eagle cassette replaces the lockring with a cog. Thus| SRAM essentially integrated the lockring into the cassette body| which| of course| requires a special freehub to accept the threaded cassette. Both 12 and 11-speed SRAM XG cassettes are compatible with the same XD Driver: no need to upgrade your driver body if you already are running 11 speed."|"Actual weight: 362 grams CNC'd steel cassette body  X-Dome design X-Glide 2 XD-Driver body only compatible  Cog spacing:   10-12-14-16-18-21-24-28-32-36-42-50  Only compatible with SRAM 12-speed drivetrains Eagle chain compatible only Made in Taiwan SRAM part # 00.2418.072.000"
"1521170831-78"|"https://www.abcycling.com/mountain_bike_components.html"|"Clearance Components"|"https://www.abcycling.com/Clearance_Mountain_Bike_Components/catpage-SALETILEMT6.html"|""|""|"Shimano SLX M670 Front Derailleur E-Type Direct Mount"|"https://www.abcycling.com/Shimano_SLX_M670_Front_Derailleur_E-Type_Direct_Mount/descpage-SHM670E6X.html"|"Shimano SLX M670 Front Derailleur E-Type Direct Mount"|"9.88"|"Shimano derailleurs have been a staple in mountain bike components since the beginning of the sport's existence. Years of refinements in design have brought about some of the best components in the industry with precise consistent shifting; the Shimano M670 SLX Front Derailleur E-Type BB Mount is no different. It gives you the quality Shimano is known for at an incredible value. Optimized for a 3 X 10-Speed drivetrain| this front derailleur is sure to please both the novice and the expert."|"Actual weight 143 grams Dyna-Sys Technology Optimized for 3X10 speed drive Trains Mounts to threaded adapter on seat tube or swing arm  Bottom bracket mountable with adapter (not included)  Top Swing Top or Bottom Pull Made in Japan Two year warranty Shimano part # IFDM670E6X"
"1521172031-578"|"https://www.abcycling.com/mountain_bike_components.html"|"Bearing Kits & Adapters"|"https://www.abcycling.com/Bearing_Kits__Adapters/catpage-MTCTBKA.html"|""|""|"Enduro 6902 Cartridge Bearing 15x28x7"|"https://www.abcycling.com/Enduro_6902_Cartridge_Bearing_15x28x7_/descpage-EN6902CB.html"|"Enduro 6902 Cartridge Bearing 15x28x7"|"4.99"|"The ABEC 3 Enduro 6902 Cartridge Bearing 15x28x7 is labyrinth sealed with two NBR 70| low-contact| low-friction seals| which ride in a groove machined into the bearing.  High precision| Grade 10 chromium steel balls are within 10/1|000|000″ round| twice as round as the industry standard. These precision balls ride in a 52100 high carbon chromium alloy race| hardened to R-62 to make them extremely tough and durable. Mirror finish polishing of the races creates ABEC-3 precision and noiseless movement.  When replacing a bearing| measure the inner diameter (ID)| outer diameter (OD)| and width (W) to determine compatibility."|"Actual weight 15 grams Static capacity 434 pounds 15 x 28 x 7 (ID x OD x W) Grade 10 Chromium Steel Balls 52100 High Carbon Chromium Alloy Races Riveted steel retainer  Two NBR 70 rubber seals with low contact type seal"
